stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
COMPANY STOCK,MCNCHNREGREG-833,MCNCHNREGREG-833-1,"22KT,YELLOW",SCHN90229,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,GUPTA GOLD,,1,16.775,16.775,15.433,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,251.93,AG-22KT-YELLOW,0,16.775,0,47457.03,,
COMPANY STOCK,CBTCHNREGREG-1061,CBTCHNREGREG-1061-1,"22KT,YELLOW",SCHN94050,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DIVIJA JEWELS,,1,25,25,23,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,169.04,AG-22KT-YELLOW,0,25,0,72568.94,,
COMPANY STOCK,CBTCHNREGREG-948,CBTCHNREGREG-948-1,"22KT,YELLOW",SCHN84820,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,GUPTA GOLD,,1,11.745,11.745,10.805,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,359.82,AG-22KT-YELLOW,0,11.745,0,38237.82,,
COMPANY STOCK,MCNCHNREGREG-837,MCNCHNREGREG-837-1,"22KT,YELLOW",SCHN85313,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Kanan (K),,1,19.47,19.47,17.912,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,213.32,AG-22KT-YELLOW,0,19.47,0,54540.97,,
COMPANY STOCK,CBTCHNREGREG-654,CBTCHNREGREG-654-1,"22KT,YELLOW",SCHN36987,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,MACALUCKSHMI JEWELLERS,,1,32.398,32.398,29.806,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,128.19,AG-22KT-YELLOW,0,32.398,0,101921.68,,
COMPANY STOCK,CBTCHNREGREG-989,CBTCHNREGREG-989-1,"22KT,YELLOW",SCHN86771,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,MACALUCKSHMI JEWELLERS,,1,15.358,15.358,14.129,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,275.17,AG-22KT-YELLOW,0,15.358,0,47203.49,,
COMPANY STOCK,CBTCHNREGREG-1051,CBTCHNREGREG-1051-1,"22KT,YELLOW",SCHN94053,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DIVIJA JEWELS,,1,7.758,7.758,7.137,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,544.74,AG-22KT-YELLOW,0,7.758,0,22519.59,,
COMPANY STOCK,MCNBNGS02ROD-987,MCNBNGS02ROD-987-1,"22KT,YELLOW",CBNG88724,PMJ&GEMS-B-C-BANJARA HILLS-HO,CUSTOMER ORDER BHHO,,M/s.SRI SAINATH JEWELLERS,,1,30.39,30.39,27.959,0,,0,0,0,0,0,27
,,,,,,CUSTOMER ORDER BHHO,,,,0,0,0,0,139.06,AG-22KT-YELLOW,0,30.39,0,95604.66,,
COMPANY STOCK,MCNBNGS02ROD-1001,MCNBNGS02ROD-1001-1,"22KT,YELLOW",CBNG91439,PMJ&GEMS-B-C-BANJARA HILLS-HO,CUSTOMER ORDER BHHO,,Anmol Jewellers,,1,31.94,31.94,29.385,0,,0,0,0,0,0,27
,,,,,,CUSTOMER ORDER BHHO,,,,0,0,0,0,132.31,AG-22KT-YELLOW,0,31.94,0,94677.98,,
COMPANY STOCK,MCNBNGS04REG-388,MCNBNGS04REG-388-1,"22KT,YELLOW",CBNG71971,PMJ&GEMS-B-C-BANJARA HILLS-HO,CUSTOMER ORDER BHHO,,Jeetu Jewellers,,1,54.63,54.63,50.26,0,,0,0,0,0,0,27
,,,,,,CUSTOMER ORDER BHHO,,,,0,0,0,0,77.36,AG-22KT-YELLOW,0,54.63,0,184353.54,,
COMPANY STOCK,MCNBNGS04REG-679,MCNBNGS04REG-679-1,"22KT,YELLOW",SBNG38848,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,49.509,49.509,45.548,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,83.89,AG-22KT-YELLOW,0,49.509,0,163379.7,,
COMPANY STOCK,RJTERNHNGREG-14,RJTERNHNGREG-14-1,"22,YELLOW",SERN101367,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,3.99,3.99,3.671,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,1077.44,AG22YELLOW,0,3.99,0,15046.76,,
COMPANY STOCK,RJTCHNREGREG-183,RJTCHNREGREG-183-1,"22KT,YELLOW",SCHN92455,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,7.05,7.05,6.486,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,609.78,AG-22KT-YELLOW,0,7.05,0,3.53,,
COMPANY STOCK,CSTRNGGNTBLJ-21,CSTRNGGNTBLJ-21-1,"22KT,YELLOW",SRNG62886,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TANISH GOLD,,1,4.21,4.21,3.873,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,1055.75,AG-22KT-YELLOW,0,4.21,0,11619.6,,
COMPANY STOCK,RJTCHNREGREG-135,RJTCHNREGREG-135-1,"22KT,YELLOW",SCHN81478,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,6.763,6.763,6.222,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,635.66,AG-22KT-YELLOW,0,6.763,0,20806.23,,
COMPANY STOCK,RJTCHNREGREG-37,RJTCHNREGREG-37-1,"22KT,YELLOW",SCHN7777,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Royal Chains Pvt Ltd,,1,18.43,18.43,16.956,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,229.31,AG-22KT-YELLOW,0,18.43,0,50866.8,,
COMPANY STOCK,FCYCHNREGREG-164,FCYCHNREGREG-164-1,"22KT,YELLOW",SCHN80172,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SANDEEP (D),,1,6.93,6.93,6.376,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,609.83,AG-22KT-YELLOW,0,6.93,0,12937.31,,
COMPANY STOCK,MCNCHNREGREG-186,MCNCHNREGREG-186-1,"22KT,YELLOW",SCHN30153,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,3.97,3.97,3.652,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,991.1,AG-22KT-YELLOW,0,3.97,0,14021.62,,
COMPANY STOCK,MCNCHNREGREG-601,MCNCHNREGREG-601-1,"22KT,YELLOW",SCHN46001,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,7.415,7.415,6.822,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,560.11,AG-22KT-YELLOW,0,7.415,0,25663.61,,
COMPANY STOCK,OPNERNCNGREG-491,OPNERNCNGREG-491-1,"18,YELLOW",SERN72898,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Prasanth Das (09),,1,11.84,9.29,7.06,0,,0,0,0,0,0,27
,,,,,,FG-VIJSHW,,,,0,0,0,0,372.56,AG-18-YELLOW,0,9.29,0,26832.35,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,OTSMIXAREDMIX,1,5.23,286.81,334.72,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,ONYXMIXMIXMIXMIX,1,6.75,222.22,438.75,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,RNDRNDVVSMIXMIX,1,0.77,77272.73,27993.35,,
COMPANY STOCK,CBTCHNREGREG-1028,CBTCHNREGREG-1028-1,"22KT,YELLOW",SCHN90357,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,DIVIJA JEWELS,,1,8.1,8.1,7.452,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,521.74,AG-22KT-YELLOW,0,8.1,0,22987.67,,
COMPANY STOCK,CBTCHNREGREG-864,CBTCHNREGREG-864-1,"22KT,YELLOW",SCHN80136,Vizianagaram Mobile Marketing,FINISHED GOODS-VJGRMM,,DIVIJA JEWELS,,1,20.143,20.143,18.532,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VJGRMM,,,,0,0,0,0,209.81,AG-22KT-YELLOW,0,20.143,0,20.8,,
COMPANY STOCK,SDKBRCROUREG-88,SDKBRCROUREG-88-1,"22KT,YELLOW",SBRC78869,PMJ&GEMS-B-C-BANJARA HILLS-HO,Order Sample / Stock Sample,,Aarpee Bangles,,1,33.035,33.035,30.392,0,,0,0,0,0,0,14
,,,,,,Order Sample / Stock Sample,,,,0,0,0,0,125.72,AG-22KT-YELLOW,0,33.035,0,76102.03,,
COMPANY STOCK,MCNBNGS02REG-51,MCNBNGS02REG-51-1,"22KT,YELLOW",SBNG63291,Anantapur Mobile Marketing,FINISHED GOODS-APAMM,,M/s.SRI SAINATH JEWELLERS,,1,32.044,32.044,29.48,0,,0,0,0,0,0,14
,,,,,,FINISHED GOODS-APAMM,,,,0,0,0,0,251.99,AG-22KT-YELLOW,0,16.482,0,45490.32,,
,,,,,,FINISHED GOODS-APAMM,,,,0,0,0,0,266.88,AG-22KT-YELLOW,0,15.562,0,42951.12,,
OWNER STOCK,MCNBNGS02REG-822,MCNBNGS02REG-822-1,"22KT,YELLOW",SBNG69063,Anantapur Mobile Marketing,FINISHED GOODS-APAMM,,Aarpee Bangles,Aarpee Bangles,1,44.047,44.047,40.523,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APAMM,,,,0,0,0,0,89.33,AG-22KT-YELLOW,0,44.047,0,0,,
OWNER STOCK,MCNBNGS04REG-556,MCNBNGS04REG-556-1,"22KT,YELLOW",SBNG69253,Anantapur Mobile Marketing,FINISHED GOODS-APAMM,,Aarpee Bangles,Aarpee Bangles,1,61.63,61.63,56.7,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APAMM,,,,0,0,0,0,68.57,AG-22KT-YELLOW,0,61.63,0,0,,
COMPANY STOCK,TALCHNREGREG-801,TALCHNREGREG-801-1,"22KT,YELLOW",SCHN51911,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,SUKUMAR MONDAL (14),,1,29.71,29.71,27.333,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,144.7,AG-22KT-YELLOW,0,29.71,0,86210.25,,
OWNER STOCK,MCNBNGS04REG-610,MCNBNGS04REG-610-1,"22KT,YELLOW",SBNG36804,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,51.65,51.65,47.518,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,80.41,AG-22KT-YELLOW,0,51.65,0,0,,
COMPANY STOCK,MCNBNGS04REG-673,MCNBNGS04REG-673-1,"22KT,YELLOW",SBNG38849,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,Aarpee Bangles,,1,48.805,48.805,44.901,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,85.1,AG-22KT-YELLOW,0,48.805,0,161056.5,,
COMPANY STOCK,SDKBRCROUREG-105,SDKBRCROUREG-105-1,"22KT,YELLOW",SBRC91802,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,Anmol Jewellers,,1,26.06,26.06,23.975,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,159.37,AG-22KT-YELLOW,0,26.06,0,77248.22,,
COMPANY STOCK,CBTCHNREGREG-648,CBTCHNREGREG-648-1,"22KT,YELLOW",SCHN36869,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,MACALUCKSHMI JEWELLERS,,1,15.378,15.378,14.148,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,265.34,AG-22KT-YELLOW,0,15.378,0,48378.03,,
COMPANY STOCK,CBTCHNREGREG-995,CBTCHNREGREG-995-1,"22KT,YELLOW",SCHN86777,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,MACALUCKSHMI JEWELLERS,,1,17.905,17.905,16.473,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,236.03,AG-22KT-YELLOW,0,17.905,0,55031.81,,
COMPANY STOCK,RJTCHNREGREG-182,RJTCHNREGREG-182-1,"22KT,YELLOW",SCHN92460,Ongole Mobile Marketing,FINISHED GOODS-APOMM,,IN HOUSE (164),,1,16.44,16.44,15.125,0,,0,0,0,0,0,15
,,,,,,FINISHED GOODS-APOMM,,,,0,0,0,0,261.49,AG-22KT-YELLOW,0,16.44,0,8.22,,
COMPANY STOCK,MCNCHNREGREG-181,MCNCHNREGREG-181-1,"22KT,YELLOW",SCHN30133,PMJ&GEMS-B-C-BANJARA HILLS-HO,BNJ INVENTORY,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,7.994,7.994,7.354,0,,0,0,0,0,0,15
,,,,,,BNJ INVENTORY,,,,0,0,0,0,519.55,AG-22KT-YELLOW,0,7.994,0,28233.97,,
OWNER STOCK,CBTCHNREGREG-1,CBTCHNREGREG-1-1,"22KT,YELLOW",SCHN69260,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,BNJ Promotion,,I.K.JEWELLERS,I.K.JEWELLERS,1,31.576,31.576,29.05,0,,0,0,0,0,0,27
,,,,,,BNJ Promotion,,,,0,0,0,0,136.15,AG-22KT-YELLOW,0,31.576,0,0,,
COMPANY STOCK,CBTCHNREGREG-956,CBTCHNREGREG-956-1,"22KT,YELLOW",SCHN85329,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,BNJ Promotion,,Kanan (K),,1,33.77,33.77,31.068,0,,0,0,0,0,0,18
,,,,,,BNJ Promotion,,,,0,0,0,0,125.14,AG-22KT-YELLOW,0,33.77,0,94599.31,,
COMPANY STOCK,REGMALREGREG-32,REGMALREGREG-32-1,"14,YELLOW",SMAL4920,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,BNJ Promotion,,M/S NATIONAL FACETS,,1,51.541,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,BNJ Promotion,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,244,0.66,17080,,
,,,,,,BNJ Promotion,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,BNJ Promotion,,,,0,0,0,0,0,DORMIXMIXMIX,1,13.7,0,137,,
COMPANY STOCK,CBTCHNREGREG-347,CBTCHNREGREG-347-1,"22,YELLOW",SCHN12880,PMJ&GEMS-B-C-BANJARA HILLS-HO,PHOTOSHOOT,,I.K.JEWELLERS,,1,24.08,24.08,22.154,0,,0,0,0,0,1,27
,,,,,,PHOTOSHOOT,,,,0,0,0,0,172.48,AG-22KT-YELLOW,0,24.08,0,66460.8,,
COMPANY STOCK,SDKBRCROUREG-5,SDKBRCROUREG-5-1,"22,YELLOW",SBRC7492,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Aarpee Bangles,,1,18.27,18.27,16.808,0,,0,0,0,0,1,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,227.33,AG-22KT-YELLOW,0,18.27,0,50425.2,,
COMPANY STOCK,INTCHNREGREG-199,INTCHNREGREG-199-1,"22,YELLOW",SCHN12780,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,25.05,25.05,23.046,0,,0,0,0,0,1,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,162.89,AG-22KT-YELLOW,0,25.05,0,69138,,
COMPANY STOCK,CBTCHNREGREG-183,CBTCHNREGREG-183-1,"22,YELLOW",SCHN12455,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,I.K.JEWELLERS,,1,16.255,16.255,14.955,0,,0,0,0,0,1,15
,,,,,,FG-BHSHW,,,,0,0,0,0,255.51,AG-22KT-YELLOW,0,16.255,0,44863.8,,
COMPANY STOCK,MCNBNGS02REG-51,MCNBNGS02REG-51-1,"22,YELLOW",SBNG7337,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,M/s.SRI SAINATH JEWELLERS,,1,24.46,24.46,22.503,0,,0,0,0,0,1,15
,,,,,,FG-BHSHW,,,,0,0,0,0,172.78,AG-22KT-YELLOW,0,24.46,0,67509.6,,
COMPANY STOCK,CBTCHNREGREG-112,CBTCHNREGREG-112-1,"22KT,YELLOW",SCHN13689,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,I.K.JEWELLERS,,1,32.338,32.338,29.751,0,,0,0,0,0,1,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,130.69,AG-22KT-YELLOW,0,32.338,0,89252.88,,
COMPANY STOCK,SDKBRCROUBBY-3,SDKBRCROUBBY-3-1,"22KT,YELLOW",SBRC9773,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,6.985,6.985,6.426,0,,0,0,0,0,1,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,594.6,AG-22KT-YELLOW,0,6.985,0,19278.6,,
COMPANY STOCK,MCNBNGS02BBY-254,MCNBNGS02BBY-254-1,"22KT,YELLOW",SBNG9873,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,2,12.42,12.42,11.426,0,,0,0,0,0,1,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,334.4,AG-22KT-YELLOW,0,12.42,0,34279.2,,
COMPANY STOCK,CBTCHNREGREG-181,CBTCHNREGREG-181-1,"22KT,YELLOW",SCHN12445,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,GUPTA GOLD,,1,30,30,27.6,0,,0,0,0,0,1,15
,,,,,,FG-BHSHW,,,,0,0,0,0,136.01,AG-22KT-YELLOW,0,30,0,82800,,
COMPANY STOCK,CBTCHNREGREG-106,CBTCHNREGREG-106-1,"22KT,YELLOW",SCHN13521,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,I.K.JEWELLERS,,1,32.227,32.227,29.649,0,,0,0,0,0,1,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,128.87,AG-22KT-YELLOW,0,32.227,0,88946.52,,
COMPANY STOCK,MCNBNGS02BBY-454,MCNBNGS02BBY-454-1,"22KT,YELLOW",SBNG11963,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,10.274,10.274,9.452,0,,0,0,0,0,1,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,397.16,AG-22KT-YELLOW,0,10.274,0,28356.24,,
COMPANY STOCK,MCNBNGS02BBY-201,MCNBNGS02BBY-201-1,"22KT,YELLOW",SBNG9652,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,M/s.SRI SAINATH JEWELLERS,,1,24.8,24.8,22.816,0,,0,0,0,0,1,18
,,,,,,PGS-LABELING,,,,0,0,0,0,167.47,AG-22KT-YELLOW,0,24.8,0,68448,,
COMPANY STOCK,MCNBNGS04REG-515,MCNBNGS04REG-515-1,"22KT,YELLOW",SBNG10937,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,R B Jewels & Gold LLP,,1,51.1,51.1,47.012,0,,0,0,0,0,1,27
,,,,,,PGS-LABELING,,,,0,0,0,0,82.7,AG-22KT-YELLOW,0,51.1,0,141036,,
COMPANY STOCK,MCNBNGS04REG-533,MCNBNGS04REG-533-1,"22KT,YELLOW",SBNG11071,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,DHANRAJ BANGLES,,4,51.421,51.421,47.307,0,,0,0,0,0,1,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,82.19,AG-22KT-YELLOW,0,51.421,0,141921.96,,
COMPANY STOCK,SDKBRCROUREG-31,SDKBRCROUREG-31-1,"22KT,YELLOW",SBRC10372,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,BIMAL,,1,24.78,24.78,22.798,0,,0,0,0,0,1,15
,,,,,,FG-BHSHW,,,,0,0,0,0,167.6,AG-22KT-YELLOW,0,24.78,0,68392.8,,
COMPANY STOCK,MCNBNGS02ROD-372,MCNBNGS02ROD-372-1,"22KT,YELLOW",SBNG8301,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,LAXMI JEWELLERY CHENNAI PRIVATE LIMITED,,2,32.325,32.325,29.739,0,,0,0,0,0,1,27
,,,,,,PGS-LABELING,,,,0,0,0,0,132.99,AG-22KT-YELLOW,0,32.325,0,89217,,
COMPANY STOCK,MCNBNGS04REG-69,MCNBNGS04REG-69-1,"22KT,YELLOW",SBNG5079,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,4,33.12,33.12,30.47,0,,0,0,0,0,1,27
,,,,,,PGS-LABELING,,,,0,0,0,0,123.2,AG-22KT-YELLOW,0,33.12,0,91411.2,,
COMPANY STOCK,REGMALREGREG-324,REGMALREGREG-324-1,"18,YELLOW",SMAL11526,PMJ&GEMS-B-C-HNI-SHOWROOM,FINISHED GOODS-HNISHW,,K.G.GEMS,,1,49.89,0.002,0.002,0,,0,0,0,0,1,27
,,,,,,FINISHED GOODS-HNISHW,,,,0,0,0,0,0,EMBMIXMIXGREENMIX,126,197.96,9.09,118776,,
,,,,,,FINISHED GOODS-HNISHW,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,126,28,26.79,280,,
,,,,,,FINISHED GOODS-HNISHW,,,,0,0,0,0,0,OTHMIXMIXMIXMIX,1,23.48,0.43,2348,,
,,,,,,FINISHED GOODS-HNISHW,,,,0,0,0,0,1519848,AG-18-YELLOW,0,0.002,0,4.5,,
